pmcid,sid,sent,text,span,tag
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(40, 40)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(25, 25)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(70, 70)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(63, 63)",DS
PMC6032655,301,"Surgical excision in the form of partial or radical nephrectomy is the only treatment that completely removes the renal mass, although recurrence from other parts of the kidney may occur. ",,"(44, 44)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(13, 13)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(21, 21)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(75, 75)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(77, 77)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(56, 56)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(30, 30)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(46, 46)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(14, 14)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(55, 55)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(31, 31)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(73, 73)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(65, 65)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(0, 0)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(64, 64)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(28, 28)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(29, 29)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(5, 5)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(25, 25)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(39, 39)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(6, 6)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(38, 38)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(26, 26)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(47, 47)",DS
PMC6032655,302,Every surgery should rely on a nephron sparing approach whenever possible [25]. ,,"(20, 20)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(11, 11)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(51, 51)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(24, 24)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(75, 75)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(77, 77)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(85, 85)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(88, 88)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(110, 110)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(149, 149)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(48, 48)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(64, 64)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(0, 0)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(118, 118)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(28, 28)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(92, 92)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(27, 27)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(37, 37)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(91, 91)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(134, 134)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(71, 71)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(127, 127)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(38, 38)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(102, 102)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(47, 47)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(33, 33)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(84, 84)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(111, 111)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(145, 145)",DS
PMC6032655,303,"Parenchymal preservation is even more important in patients with TSC or LAM, because of the multifocal disease pattern and the higher recurrence rate. ",,"(50, 50)",DS
