	exact	type	db_id
68321	proton ATPase	WS_GP	
68322	Pi transporters	MIS_GP	
68323	plant	MIS_OG	
68324	proton/Pi co-transporter	MIS_GP	
68325	proton/Pi symporter	MIS_GP	
68326	GmPT1	MIS_GP	
68327	GmPT2	MIS_GP	
68328	transporters	MIS_GP	
68329	soybean	CRT_OG	
68330	GFP	CRT_GP	
68331	Pi transporters	MIS_GP	
68332	Pi transporters	MIS_GP	
68333	plants	CRT_OG	
68334	Plants	CRT_OG	
68335	plant	MIS_OG	
68336	Pi transporters	MIS_GP	
68337	Pi transporters	MIS_GP	
68338	plant	MIS_OG	
68339	plant	MIS_OG	
68340	A. thaliana	CRT_OG	
68341	pho1	CRT_GP	
68342	pho2	CRT_GP	
68343	OsPT2	CRT_GP	
68344	Pi transporter	MIS_GP	
68345	OsPT2	CRT_GP	
68346	rice	CRT_OG	
68347	OsPT2	CRT_GP	
68348	PT2	CRT_GP	
68349	plants	CRT_OG	
68350	growth retardation	WT_DS	
68351	rice	CRT_OG	
68352	pho2	CRT_GP	
68353	PT2	CRT_GP	
68354	OsPT2	CRT_GP	
68355	OsPT2	CRT_GP	
68356	OsPT2	CRT_GP	
68357	plant	MIS_OG	
68358	plants	CRT_OG	
68359	plants	CRT_OG	
68360	plants	CRT_OG	
68361	Pi transporters	MIS_GP	
68362	Pht1	CRT_GP	
68363	plant	MIS_OG	
68364	plant	MIS_OG	
68365	Pi transporters	MIS_GP	
68366	plants	CRT_OG	
68367	soybean	CRT_OG	
68368	soybean	CRT_OG	
68369	Pi transporter	MIS_GP	
68370	Pi transporters	MIS_GP	
68371	soybean	CRT_OG	
68372	soybean	CRT_OG	
68373	soybean	CRT_OG	
68374	Pi transporter	MIS_GP	
68375	GmPT1	MIS_GP	
68376	GmPT2	MIS_GP	
68377	Pi transporters	MIS_GP	
68378	soybean	CRT_OG	
68379	Pi transporters	MIS_GP	
68380	Pi transporter	MIS_GP	
68381	plants	CRT_OG	
68382	Pi transporter	MIS_GP	
68383	soybean	CRT_OG	
68384	Pi transporters	MIS_GP	
68385	Pi transporter	MIS_GP	
68386	soybean	CRT_OG	
68387	Plant	MIS_OG	
68388	soybean	CRT_OG	
68389	plants	CRT_OG	
68390	OsPT2	CRT_GP	
68391	OsPT2	CRT_GP	
68392	soybean	CRT_OG	
68393	GmPT1	MIS_GP	
68394	GmPT2	MIS_GP	
68395	GmPT1	MIS_GP	
68396	GmPT2	MIS_GP	
68397	GmPT1	MIS_GP	
68398	GmPT2	MIS_GP	
68399	Pi transporters	MIS_GP	
68400	GFP	CRT_GP	
68401	GmPT1	MIS_GP	
68402	GmPT2	MIS_GP	
68403	onion	WT_OG	
68404	Pi transporter	MIS_GP	
68405	GFP	CRT_GP	
68406	Xba I	MIS_GP	
68407	BamH I	MIS_GP	
68408	GmPT1	MIS_GP	
68409	Xba I	MIS_GP	
68410	Xba I	MIS_GP	
68411	GmPT2	MIS_GP	
68412	GFP	CRT_GP	
68413	GFP	CRT_GP	
68414	GmPT1	MIS_GP	
68415	GmPT2	MIS_GP	
68416	GmPT1	MIS_GP	
68417	GmPT2	MIS_GP	
68418	GFP	CRT_GP	
68419	onion	WT_OG	
68420	PDS	WT_GP	
68421	SP2	WT_GP	
68422	Yeast	CRT_OG	
68423	GmPT1	MIS_GP	
68424	GmPT2	MIS_GP	
68425	yeast	CRT_OG	
68426	GmPT1	MIS_GP	
68427	GmPT2	MIS_GP	
68428	GmPT1	MIS_GP	
68429	GmPT2	MIS_GP	
68430	alcohol dehydrogenase	CRT_GP	
68431	ADH1	CRT_GP	
68432	yeast	CRT_OG	
68433	pho3	MIS_GP	
68434	HIS3	CRT_GP	
68435	ade2	CRT_GP	
68436	leu2	CRT_GP	
68437	his3	MIS_GP	
68438	trp1	MIS_GP	
68439	ura3	MIS_GP	
68440	can1	MIS_GP	
68441	yeast	CRT_OG	
68442	Mes	WT_GP	
68443	GmPT1	MIS_GP	
68444	GmPT2	MIS_GP	
68445	GmPT1	MIS_GP	
68446	GmPT2	MIS_GP	
68447	Hepatitis B Virus	CRT_OG	
68448	Hepatitis C Virus	CRT_OG	
68449	virus	MIS_OG	
68450	HBV	CRT_OG	
68451	hepatitis C virus	WS_OG	
68452	HCV	CRT_OG	
68453	co-infections	CRT_DS	
68454	liver disease	CRT_DS	
68455	HBV	CRT_OG	
68456	HCV	CRT_OG	
68457	co-infection	CRT_DS	
68458	HCV	CRT_OG	
68459	HCV	CRT_OG	
68460	antibody	MIS_GP	
68461	HBV	CRT_OG	
68462	HCV	CRT_OG	
68463	HCV	CRT_OG	
68464	HBsAg	MIS_GP	
68465	HBV	CRT_OG	
68466	HCV	CRT_OG	
68467	HBV infections	WS_DS	
68468	HCV	CRT_OG	
68469	HBV	CRT_OG	
68470	HBV	CRT_OG	
68471	HCV	CRT_OG	
68472	HBV	CRT_OG	
68473	HBV	CRT_OG	
68474	HCV	CRT_OG	
68475	HBV	CRT_OG	
68476	HCV	CRT_OG	
68477	HCV	CRT_OG	
68478	HCV	CRT_OG	
68479	HCV	CRT_OG	
68480	HBV	CRT_OG	
68481	HCV	CRT_OG	
68482	HBV	CRT_OG	
68483	HBV	CRT_OG	
68484	HBV	CRT_OG	
68485	HCV	CRT_OG	
68486	co-infection	CRT_DS	
68487	ALT	CRT_GP	
68488	AST	CRT_GP	
68489	ALP	CRT_GP	
68490	GGT	MIS_GP	
68491	FIB	WT_GP	
68492	ALB	MIS_GP	
68493	HBV	CRT_OG	
68494	infection	CRT_DS	
68495	HCV	CRT_OG	
68496	co-infection	CRT_DS	
68497	HCV	CRT_OG	
68498	HBV	CRT_OG	
68499	viruses	MIS_OG	
68500	HBV	CRT_OG	
68501	HCV	CRT_OG	
68502	co-infection	CRT_DS	
68503	HBV	CRT_OG	
68504	HCV	CRT_OG	
68505	infection	CRT_DS	
68506	virus	MIS_OG	
68507	HBV	CRT_OG	
68508	hepatitis C virus	WS_OG	
68509	HCV	CRT_OG	
68510	infections	CRT_DS	
68511	liver disease	CRT_DS	
68512	HBV infection	WS_DS	
68513	HCV infection	WS_DS	
68514	HBV	CRT_OG	
68515	HCV	CRT_OG	
68516	co-infections	CRT_DS	
68517	HBV	CRT_OG	
68518	HCV	CRT_OG	
68519	co-infection	CRT_DS	
68520	liver disease	CRT_DS	
68521	liver cancer	CRT_DS	
68522	HBV	CRT_OG	
68523	HCV	CRT_OG	
68524	co-infection	CRT_DS	
68525	HBV	CRT_OG	
68526	HCV	CRT_OG	
68527	liver disease	CRT_DS	
68528	HBV	CRT_OG	
68529	HCV	CRT_OG	
68530	co-infection	CRT_DS	
68531	virus	MIS_OG	
68532	viruses	MIS_OG	
68533	virus	MIS_OG	
68534	viremia	CRT_DS	
68535	HBV	CRT_OG	
68536	HBV infection	WS_DS	
68537	acute infection	CRT_DS	
68538	HCV	CRT_OG	
68539	HCV	CRT_OG	
68540	HCV	CRT_OG	
68541	HBV	CRT_OG	
68542	HBV	CRT_OG	
68543	HCV	CRT_OG	
68544	HBV	CRT_OG	
68545	HCV	CRT_OG	
68546	co-infection	CRT_DS	
68547	hepatitis B extracellular antigen	WT_DS,GP	
68548	HBeAg	MIS_GP	
68549	hepatitis B virus surface antigen	WT_OG,GP	
68550	HBsAg	MIS_GP	
68551	HBV	CRT_OG	
68552	HBsAg	MIS_GP	
68553	HCV	CRT_OG	
68554	infection	CRT_DS	
68555	HBV viremia	WT_OG,DS	
68556	HBsAg	MIS_GP	
68557	HBsAg	MIS_GP	
68558	HBsAg	MIS_GP	
68559	HBV	CRT_OG	
68560	HCV	CRT_OG	
68561	co-infection	CRT_DS	
68562	HBV	CRT_OG	
68563	HCV	CRT_OG	
68564	core antigen	CRT_GP	
68565	HCV	CRT_OG	
68566	HCV	CRT_OG	
68567	core antigen	CRT_GP	
68568	HCV	CRT_OG	
68569	core antigen	CRT_GP	
68570	HCV	CRT_OG	
68571	HBV	CRT_OG	
68572	HCV	CRT_OG	
68573	co-infection	CRT_DS	
68574	HCV	CRT_OG	
68575	HCV	CRT_OG	
68576	core Ag	MIS_GP	
68577	HBV	CRT_OG	
68578	HCV	CRT_OG	
68579	co-infection	CRT_DS	
68580	HBV	CRT_OG	
68581	HCV	CRT_OG	
68582	HCV	CRT_OG	
68583	chronic hepatitis	CRT_DS	
68584	HCV	CRT_OG	
68585	HBV infections	WS_DS	
68586	HBV	CRT_OG	
68587	HCV	CRT_OG	
68588	HBV	CRT_OG	
68589	HCV	CRT_OG	
68590	HCV	CRT_OG	
68591	Hepatitis C virus infection	WT_OG,DS	
68592	alanine transaminase	MIS_GP	
68593	ALT	CRT_GP	
68594	aspartate aminotransferase	CRT_GP	
68595	AST	CRT_GP	
68596	alkaline phosphatase	CRT_GP	
68597	ALP	CRT_GP	
68598	gama-glutamyltransferase	MIS_GP	
68599	GGT	MIS_GP	
68600	albumin	MIS_GP	
68601	ALB	MIS_GP	
68602	AST	CRT_GP	
68603	FIB	WT_GP	
68604	HCV	CRT_OG	
68605	antibody	MIS_GP	
68606	HBV	CRT_OG	
68607	HCV	CRT_OG	
68608	HBV	CRT_OG	
68609	hepatitis D virus	CRT_OG	
68610	HDV	CRT_OG	
68611	HIV-1 infection	WT_OG,DS	
68612	HCV	CRT_OG	
68613	HBsAg	MIS_GP	
68614	HIV	CRT_OG	
68615	antibodies	MIS_GP	
68616	HCV	CRT_OG	
68617	HCV	CRT_OG	
68618	HBsAg	MIS_GP	
68619	HCV	CRT_OG	
68620	HBV	CRT_OG	
68621	HCV	CRT_OG	
68622	core Ag	MIS_GP	
68623	HCV	CRT_OG	
68624	core Ag	MIS_GP	
68625	PSS	WT_GP	
68626	HCV	CRT_OG	
68627	HBV	CRT_OG	
68628	HIV	CRT_OG	
68629	HDV	CRT_OG	
68630	HCV	CRT_OG	
68631	HCV	CRT_OG	
68632	HBV	CRT_OG	
68633	HBsAg	MIS_GP	
68634	HBV	CRT_OG	
68635	HCV	CRT_OG	
68636	HBsAg	MIS_GP	
68637	HCV	CRT_OG	
68638	HBV	CRT_OG	
68639	HCV	CRT_OG	
68640	HBV	CRT_OG	
68641	HCV	CRT_OG	
68642	HCV	CRT_OG	
68643	AST	CRT_GP	
68644	ALT	CRT_GP	
68645	ALP	CRT_GP	
68646	GGT	MIS_GP	
68647	ALB	MIS_GP	
68648	GLB	CRT_GP	
68649	CHE	CRT_GP	
68650	PLT	WT_GP	
68651	FIB	WT_GP	
68652	HCV	CRT_OG	
68653	HCV	CRT_OG	
68654	infection	CRT_DS	
68655	HCV	CRT_OG	
68656	HBV	CRT_OG	
68657	co-infection	CRT_DS	
68658	HBV	CRT_OG	
68659	HCV	CRT_OG	
68660	HCV	CRT_OG	
68661	HBV	CRT_OG	
68662	HCV	CRT_OG	
68663	HBV	CRT_OG	
68664	HBV	CRT_OG	
68665	HCV	CRT_OG	
68666	FIB	WT_GP	
68667	ALT	CRT_GP	
68668	alanine aminotransferase	MIS_GP	
68669	AST	CRT_GP	
68670	aspartate aminotransferase	CRT_GP	
68671	ALP	CRT_GP	
68672	alkaline phosphatase	CRT_GP	
68673	GGT	MIS_GP	
68674	glutamyl transpeptidase	MIS_GP	
68675	ALB	MIS_GP	
68676	albumin	MIS_GP	
68677	GLB	CRT_GP	
68678	globulin	MIS_GP	
68679	CHE	CRT_GP	
68680	cholinesterase	CRT_GP	
68681	PLT	WT_GP	
68682	aspartate aminotransferase	CRT_GP	
68683	FIB	WT_GP	
68684	HBV	CRT_OG	
68685	HCV	CRT_OG	
68686	HCV	CRT_OG	
68687	HCV	CRT_OG	
68688	HBV	CRT_OG	
68689	viruses	MIS_OG	
68690	HBV	CRT_OG	
68691	HCV	CRT_OG	
68692	HBV	CRT_OG	
68693	HBV	CRT_OG	
68694	HCV	CRT_OG	
68695	virus	MIS_OG	
68696	HBV	CRT_OG	
68697	HCV	CRT_OG	
68698	HBV	CRT_OG	
68699	infection	CRT_DS	
68700	HBV	CRT_OG	
68701	HCV	CRT_OG	
68702	co-infection	CRT_DS	
68703	HCV	CRT_OG	
68704	infection	CRT_DS	
68705	HCV	CRT_OG	
68706	infection	CRT_DS	
68707	HBV	CRT_OG	
68708	HCV	CRT_OG	
68709	co-infection	CRT_DS	
68710	HBV	CRT_OG	
68711	HCV	CRT_OG	
68712	HBV	CRT_OG	
68713	HCV	CRT_OG	
68714	HBV	CRT_OG	
68715	HCV	CRT_OG	
68716	Co-Infection	CRT_DS	
68717	HCV	CRT_OG	
68718	Infection	CRT_DS	
68719	HCV	CRT_OG	
68720	virus	MIS_OG	
68721	HCV	CRT_OG	
68722	infection	CRT_DS	
68723	HCV	CRT_OG	
68724	HBV	CRT_OG	
68725	HCV	CRT_OG	
68726	co-infection	CRT_DS	
68727	HCV	CRT_OG	
68728	HBsAg	MIS_GP	
68729	HBV	CRT_OG	
68730	HCV	CRT_OG	
68731	HBV	CRT_OG	
68732	HCV	CRT_OG	
68733	HCV	CRT_OG	
68734	HBV	CRT_OG	
68735	HCV	CRT_OG	
68736	HBV	CRT_OG	
68737	HBeAg	MIS_GP	
68738	HBsAg	MIS_GP	
68739	HCV	CRT_OG	
68740	HBV	CRT_OG	
68741	HCV	CRT_OG	
68742	HCV	CRT_OG	
68743	HCV	CRT_OG	
68744	HCV	CRT_OG	
68745	viremia	CRT_DS	
68746	HCV	CRT_OG	
68747	HCV	CRT_OG	
68748	HCV	CRT_OG	
68749	HCV	CRT_OG	
68750	core Ag	MIS_GP	
68751	HCV	CRT_OG	
68752	core Ag	MIS_GP	
68753	HCV	CRT_OG	
68754	viremia	CRT_DS	
68755	HCV	CRT_OG	
68756	HCV	CRT_OG	
68757	infection	CRT_DS	
68758	co-infection	CRT_DS	
68759	HCV	CRT_OG	
68760	HCV	CRT_OG	
68761	infection	CRT_DS	
68762	HCV	CRT_OG	
68763	core Ag	MIS_GP	
68764	HBV	CRT_OG	
68765	HCV	CRT_OG	
68766	co-infection	CRT_DS	
68767	HCV	CRT_OG	
68768	HCV	CRT_OG	
68769	HBsAg	MIS_GP	
68770	HCV	CRT_OG	
68771	HCV	CRT_OG	
68772	HBsAg	MIS_GP	
68773	HCV	CRT_OG	
68774	HCV	CRT_OG	
68775	HCV	CRT_OG	
68776	HCV	CRT_OG	
68777	core Ag	MIS_GP	
68778	HCV	CRT_OG	
68779	core Ag	MIS_GP	
68780	FIB	WT_GP	
68781	HBV	CRT_OG	
68782	HCV	CRT_OG	
68783	co-infection	CRT_DS	
68784	HCV	CRT_OG	
68785	core Ag	MIS_GP	
68786	HCV	CRT_OG	
68787	infection	CRT_DS	
68788	HCV	CRT_OG	
68789	core Ag	MIS_GP	
68790	HBV	CRT_OG	
68791	HCV	CRT_OG	
68792	HCV	CRT_OG	
68793	infection	CRT_DS	
68794	HCV	CRT_OG	
68795	HCV	CRT_OG	
68796	core Ag	MIS_GP	
68797	HBV	CRT_OG	
68798	HCV	CRT_OG	
68799	HCV	CRT_OG	
68800	HCV	CRT_OG	
68801	core Ag	MIS_GP	
68802	HCV	CRT_OG	
68803	core Ag	MIS_GP	
68804	HBV	CRT_OG	
68805	HBV	CRT_OG	
68806	HCV	CRT_OG	
68807	co-infection	CRT_DS	
68808	HBV	CRT_OG	
68809	HBV	CRT_OG	
68810	HCV	CRT_OG	
68811	co-infection	CRT_DS	
68812	HCV	CRT_OG	
68813	core Ag	MIS_GP	
68814	HCV	CRT_OG	
68815	core Ag	MIS_GP	
68816	HCV	CRT_OG	
68817	HBV	CRT_OG	
68818	HCV	CRT_OG	
68819	co-infection	CRT_DS	
68820	HCV	CRT_OG	
68821	HBV	CRT_OG	
68822	HCV	CRT_OG	
68823	co-infection	CRT_DS	
68824	HCV	CRT_OG	
68825	core Ag	MIS_GP	
68826	HCV	CRT_OG	
68827	core Ag	MIS_GP	
68828	HBV	CRT_OG	
68829	HCV	CRT_OG	
68830	co-infection	CRT_DS	
68831	HBV	CRT_OG	
68832	HBV	CRT_OG	
68833	HCV	CRT_OG	
68834	HCV	CRT_OG	
68835	HCV	CRT_OG	
68836	core Ag	MIS_GP	
68837	HCV	CRT_OG	
68838	core Ag	MIS_GP	
68839	HCV	CRT_OG	
68840	HCV	CRT_OG	
68841	HCV	CRT_OG	
68842	HCV	CRT_OG	
68843	HCV	CRT_OG	
68844	HBV	CRT_OG	
68845	HCV	CRT_OG	
68846	HCV	CRT_OG	
68847	HBV	CRT_OG	
68848	HCV	CRT_OG	
68849	ALT	CRT_GP	
68850	AST	CRT_GP	
68851	ALP	CRT_GP	
68852	GGT	MIS_GP	
68853	ALB	MIS_GP	
68854	FIB	WT_GP	
68855	HCV	CRT_OG	
68856	FIB	WT_GP	
68857	HBV	CRT_OG	
68858	HCV	CRT_OG	
68859	HCV	CRT_OG	
68860	HCV	CRT_OG	
68861	viremia	CRT_DS	
68862	HBV	CRT_OG	
68863	HCV	CRT_OG	
68864	Co-Infection	CRT_DS	
68865	HBV	CRT_OG	
68866	Infection	CRT_DS	
68867	HBV	CRT_OG	
68868	HCV	CRT_OG	
68869	co-infection	CRT_DS	
68870	HBV	CRT_OG	
68871	HBV	CRT_OG	
68872	infection	CRT_DS	
68873	HBV	CRT_OG	
68874	HCV	CRT_OG	
68875	co-infection	CRT_DS	
68876	HBV	CRT_OG	
68877	HBV	CRT_OG	
68878	infection	CRT_DS	
68879	HBV	CRT_OG	
68880	HCV	CRT_OG	
68881	co-infection	CRT_DS	
68882	HBV	CRT_OG	
68883	HCV	CRT_OG	
68884	HBeAg	MIS_GP	
68885	HBV	CRT_OG	
68886	infection	CRT_DS	
68887	co-infection	CRT_DS	
68888	HBsAg	MIS_GP	
68889	co-infection	CRT_DS	
68890	HBV	CRT_OG	
68891	infection	CRT_DS	
68892	HBV	CRT_OG	
68893	HCV	CRT_OG	
68894	co-infection	CRT_DS	
68895	ALT	CRT_GP	
68896	AST	CRT_GP	
68897	ALP	CRT_GP	
68898	GGT	MIS_GP	
68899	FIB	WT_GP	
68900	ALB	MIS_GP	
68901	HBV	CRT_OG	
68902	infection	CRT_DS	
68903	HBV	CRT_OG	
68904	HCV	CRT_OG	
68905	HBV	CRT_OG	
68906	HCV	CRT_OG	
68907	Co-Infection	CRT_DS	
68908	HBV	CRT_OG	
68909	HCV	CRT_OG	
68910	infection	CRT_DS	
68911	HBV	CRT_OG	
68912	HCV	CRT_OG	
68913	infection	CRT_DS	
68914	viruses	MIS_OG	
68915	HBV	CRT_OG	
68916	HCV	CRT_OG	
68917	HBV	CRT_OG	
68918	HCV	CRT_OG	
68919	HBV	CRT_OG	
68920	HCV	CRT_OG	
68921	HBV	CRT_OG	
68922	HCV	CRT_OG	
68923	co-infection	CRT_DS	
68924	HCV	CRT_OG	
68925	HBV	CRT_OG	
68926	HCV	CRT_OG	
68927	HCV	CRT_OG	
68928	HBV	CRT_OG	
68929	HCV	CRT_OG	
68930	HCV	CRT_OG	
68931	HBV	CRT_OG	
68932	PLT	WT_GP	
68933	AST	CRT_GP	
68934	ALT	CRT_GP	
68935	ALP	CRT_GP	
68936	GGT	MIS_GP	
68937	ALB	MIS_GP	
68938	GLB	CRT_GP	
68939	CHE	CRT_GP	
68940	FIB	WT_GP	
68941	HBsAg	MIS_GP	
68942	HCV	CRT_OG	
68943	core Ag	MIS_GP	
68944	HBsAg	MIS_GP	
68945	HCV	CRT_OG	
68946	core Ag	MIS_GP	
68947	HCV	CRT_OG	
68948	HBV	CRT_OG	
68949	ALT	CRT_GP	
68950	alanine aminotransferase	MIS_GP	
68951	AST	CRT_GP	
68952	aspartate aminotransferase	CRT_GP	
68953	ALP	CRT_GP	
68954	alkaline phosphatase	CRT_GP	
68955	GGT	MIS_GP	
68956	glutamyl transpeptidase	MIS_GP	
68957	ALB	MIS_GP	
68958	albumin	MIS_GP	
68959	GLB	CRT_GP	
68960	globulin	MIS_GP	
68961	CHE	CRT_GP	
68962	cholinesterase	CRT_GP	
68963	PLT	WT_GP	
68964	aspartate aminotransferase	CRT_GP	
68965	FIB	WT_GP	
68966	HBsAg	MIS_GP	
68967	HBV	CRT_OG	
68968	HCV	CRT_OG	
68969	HBV	CRT_OG	
68970	HCV	CRT_OG	
68971	HBV	CRT_OG	
68972	HBV	CRT_OG	
68973	HCV	CRT_OG	
68974	HBV	CRT_OG	
68975	HCV	CRT_OG	
68976	HCV	CRT_OG	
68977	HBV	CRT_OG	
68978	HCV	CRT_OG	
68979	viruses	MIS_OG	
68980	viruses	MIS_OG	
68981	HBsAg	MIS_GP	
68982	HBsAg	MIS_GP	
68983	HBV	CRT_OG	
68984	HBV	CRT_OG	
68985	HCV	CRT_OG	
68986	HCV	CRT_OG	
68987	HBV	CRT_OG	
68988	HCV	CRT_OG	
68989	HCV	CRT_OG	
68990	core Ag	MIS_GP	
68991	HBV	CRT_OG	
68992	HBsAg	MIS_GP	
68993	HCV	CRT_OG	
68994	HCV	CRT_OG	
68995	HCV	CRT_OG	
68996	core Ag	MIS_GP	
68997	HBV	CRT_OG	
68998	HBsAg	MIS_GP	
68999	HBV-HCV co-infecton	WT_OG,DS	
69000	HBV	CRT_OG	
69001	HCV	CRT_OG	
69002	co-infection	CRT_DS	
69003	HCV	CRT_OG	
69004	HCV	CRT_OG	
69005	core Ag	MIS_GP	
69006	HBV	CRT_OG	
69007	HBsAg	MIS_GP	
69008	HCV	CRT_OG	
69009	HCV	CRT_OG	
69010	core Ag	MIS_GP	
69011	HBV	CRT_OG	
69012	HBsAg	MIS_GP	
69013	HCV	CRT_OG	
69014	infection	CRT_DS	
69015	HBV	CRT_OG	
69016	HCV	CRT_OG	
69017	HCV	CRT_OG	
69018	HBV	CRT_OG	
69019	HCV	CRT_OG	
69020	HCV	CRT_OG	
69021	HBV	CRT_OG	
69022	HBV	CRT_OG	
69023	HCV	CRT_OG	
69024	HBV	CRT_OG	
69025	virus	MIS_OG	
69026	viruses	MIS_OG	
69027	chronic hepatitis	CRT_DS	
69028	viruses	MIS_OG	
69029	virus infection	WS_DS	
69030	HBV	CRT_OG	
69031	HCV infections	WS_DS	
69032	HBV	CRT_OG	
69033	HCV	CRT_OG	
69034	HCV	CRT_OG	
69035	HCV	CRT_OG	
69036	HBV	CRT_OG	
69037	HBV	CRT_OG	
69038	virus	MIS_OG	
69039	liver disease	CRT_DS	
69040	HCV	CRT_OG	
69041	HBV	CRT_OG	
69042	HBV	CRT_OG	
69043	HCV	CRT_OG	
69044	liver disease	CRT_DS	
69045	HCV	CRT_OG	
69046	infection	CRT_DS	
69047	HBV	CRT_OG	
69048	HCV	CRT_OG	
69049	co-infection	CRT_DS	
69050	HBV	CRT_OG	
69051	HCV	CRT_OG	
69052	co-infection	CRT_DS	
69053	liver disease	CRT_DS	
69054	HBV	CRT_OG	
69055	HCV	CRT_OG	
69056	infection	CRT_DS	
69057	HBeAg	MIS_GP	
69058	HBV	CRT_OG	
69059	HCV	CRT_OG	
69060	HBV	CRT_OG	
69061	infection	CRT_DS	
69062	HBeAg	MIS_GP	
69063	HBsAg	MIS_GP	
69064	HBsAg	MIS_GP	
69065	HCV	CRT_OG	
69066	HBV infection	WS_DS	
69067	HBV	CRT_OG	
69068	HCV	CRT_OG	
69069	HBV	CRT_OG	
69070	core protein	CRT_GP	
69071	HCV	CRT_OG	
69072	HBV	CRT_OG	
69073	HCV	CRT_OG	
69074	infect	WT_DS	
69075	HCV	CRT_OG	
69076	HBV	CRT_OG	
69077	HBsAg	MIS_GP	
69078	HBsAg	MIS_GP	
69079	viremia	CRT_DS	
69080	HBV	CRT_OG	
69081	HCV	CRT_OG	
69082	HCV	CRT_OG	
69083	HBsAg	MIS_GP	
69084	HBV infection	WS_DS	
69085	HBV infection	WS_DS	
69086	HBsAg	MIS_GP	
69087	HCV	CRT_OG	
69088	antibodies	MIS_GP	
69089	HCV superinfection	WS_DS	
69090	HBsAg	MIS_GP	
69091	HBV	CRT_OG	
69092	HCV	CRT_OG	
69093	interferon-gamma-inducible protein-10	WS_GP	
69094	IP-10	CRT_GP	
69095	HCV	CRT_OG	
69096	HBV	CRT_OG	
69097	HCV	CRT_OG	
69098	HCV	CRT_OG	
69099	HBV	CRT_OG	
69100	HBsAg	MIS_GP	
69101	HCV	CRT_OG	
69102	HCV	CRT_OG	
69103	core Ag	MIS_GP	
69104	HBV	CRT_OG	
69105	HBsAg	MIS_GP	
69106	HCV	CRT_OG	
69107	HBsAg	MIS_GP	
69108	HBV	CRT_OG	
69109	HCV	CRT_OG	
69110	HBsAg	MIS_GP	
69111	co-infection	CRT_DS	
69112	HBV	CRT_OG	
69113	infection	CRT_DS	
69114	HBsAg	MIS_GP	
69115	HCV	CRT_OG	
69116	HBV	CRT_OG	
69117	HCV	CRT_OG	
69118	HBsAg	MIS_GP	
69119	HBV	CRT_OG	
69120	HCV	CRT_OG	
69121	co-infection	CRT_DS	
69122	HBV	CRT_OG	
69123	HCV	CRT_OG	
69124	co-infection	CRT_DS	
69125	HBV	CRT_OG	
69126	HCV	CRT_OG	
69127	viremia	CRT_DS	
69128	HBV	CRT_OG	
69129	HCV	CRT_OG	
69130	HCV	CRT_OG	
69131	infection	CRT_DS	
69132	HBsAg	MIS_GP	
69133	HBV	CRT_OG	
69134	HCV	CRT_OG	
69135	co-infection	CRT_DS	
69136	HBV	CRT_OG	
69137	HBsAg	MIS_GP	
69138	HBV	CRT_OG	
69139	HBV	CRT_OG	
69140	HCV	CRT_OG	
69141	co-infection	CRT_DS	
69142	HBV	CRT_OG	
69143	HCV	CRT_OG	
69144	liver cancer	CRT_DS	
69145	liver cancer	CRT_DS	
69146	Alzheimer’s disease	MIS_DS	
69147	Alzheimer’s disease	MIS_DS	
69148	dog	CRT_OG	
69149	Alzheimer’s disease	MIS_DS	
69150	AD	MIS_DS	
69151	AD	MIS_DS	
69152	dog	CRT_OG	
69153	dementia	CRT_DS	
69154	dog	CRT_OG	
69155	AD	MIS_DS	
69156	dog	CRT_OG	
69157	AD	MIS_DS	
69158	dog	CRT_OG	
69159	human being	MIS_OG	
69160	AD	MIS_DS	
69161	dog	CRT_OG	
69162	AD	MIS_DS	
69163	Alzheimer’s disease	MIS_DS	
69164	AD	MIS_DS	
69165	dementias	CRT_DS	
69166	dementia	CRT_DS	
69167	dementia	CRT_DS	
69168	AD	MIS_DS	
69169	AD	MIS_DS	
69170	dementias	CRT_DS	
69171	emotional instability	CRT_DS	
69172	AD	MIS_DS	
69173	dementia	CRT_DS	
69174	humans	CRT_OG	
69175	animals	CRT_OG	
69176	animals	CRT_OG	
69177	dementia	CRT_DS	
69178	animals	CRT_OG	
69179	humans	CRT_OG	
69180	animal	MIS_OG	
69181	cats	CRT_OG	
69182	fish	CRT_OG	
69183	dogs	CRT_OG	
69184	dementia	CRT_DS	
69185	dog	CRT_OG	
69186	anxiety	CRT_DS	
69187	dementia	CRT_DS	
69188	dog	CRT_OG	
69189	dog	CRT_OG	
69190	dog	CRT_OG	
69191	dementia	CRT_DS	
69192	dog	CRT_OG	
69193	AD	MIS_DS	
69194	dog	CRT_OG	
69195	AD	MIS_DS	
69196	dog	CRT_OG	
69197	AD	MIS_DS	
69198	dog	CRT_OG	
69199	dementia	CRT_DS	
69200	AD	MIS_DS	
69201	dog	CRT_OG	
69202	dog	CRT_OG	
69203	dog	CRT_OG	
69204	dog	CRT_OG	
69205	dog	CRT_OG	
69206	dog	CRT_OG	
69207	dog	CRT_OG	
69208	dogs	CRT_OG	
69209	AD	MIS_DS	
69210	dementias	CRT_DS	
69211	dogs	CRT_OG	
69212	dementia	CRT_DS	
69213	AD	MIS_DS	
69214	dog	CRT_OG	
69215	dog	CRT_OG	
69216	anxiety	CRT_DS	
69217	dog	CRT_OG	
69218	dog	CRT_OG	
69219	dog	CRT_OG	
69220	dog	CRT_OG	
69221	dog	CRT_OG	
69222	dogs	CRT_OG	
